,sentence,word_index,sentence_index,l1_label,l2_label
406,Extend both hands in front of the body with fingers spread and palms facing each other.,95,1,49,3
407,"Bring the hands together while moving them upwards, as if creating the trunk of a tree.",95,2,86,1
408,Extend the fingers upwards to represent branches.,95,3,11,0
409,Look up towards the imaginary tree trunk.,95,4,87,16
410,"Place the dominant hand flat, palm facing down, below the non-dominant hand also flat, palm facing down.",96,1,98,4
411,Move the dominant hand upwards in a slight arc.,96,2,14,1
412,Curve the dominant hand slightly as it moves downwards to a position just below the non-dominant hand.,96,3,14,4
413,Repeat the motion of moving the dominant hand upwards in a slight arc.,96,4,3,4
414,"Start with your dominant hand open and flat, palm facing downwards, and bring it up to your forehead.",97,1,98,1
415,"With your non-dominant hand open and flat, palm facing upwards, place it under your dominant hand.",97,2,75,4
416,"Move your dominant hand downwards, sliding over your non-dominant hand.",97,3,70,0
417,"Close your dominant hand into a fist, keeping it at the level of your chest.",97,4,99,0
418,"Drop your dominant hand downwards, closing your non-dominant hand into a fist as well.",97,5,70,5
419,"Start with both hands in fists in front of your body, palm facing down.",98,1,18,1
420,Move both hands upwards and spread out fingers as you reach the chest level.,98,2,8,5
421,"Flip both hands over so the palms are facing up, then bring both hands together in front of your body.",98,3,53,0
422,"Open both hands outward, as if releasing meaning into the air.",98,4,22,0
423,"Hold up your non-dominant hand with palm facing up, fingers slightly spread apart.",99,1,47,2
424,"With your dominant hand, use your index finger to draw a zigzag line in the air above your non-dominant hand.",99,2,70,1
425,"Make a twisting motion with both hands as if turning knobs, indicating complex or changing conditions.",99,3,45,2
426,Bring both hands together in a clapping motion to signify agreement or completion.,99,4,55,1
427,"Start with both hands in fists, palms facing down.",100,1,5,0
428,"Move both hands forward and open them up, as if unfolding something.",100,2,25,1
429,Bring both hands back towards the body to signify the start or beginning.,100,3,41,3
430,Begin with both hands in a relaxed position in front of the chest.,101,1,72,3
431,"Extend both hands outward, palm facing upward, as if reaching out to greet someone.",101,2,85,6
432,"Bring both hands back towards the chest, closing them into fists.",101,3,7,1
433,"Open both fists into flat hands, with palms facing forward, as if offering a warm welcome.",101,4,85,7
434,"Put your dominant hand palm facing down in front of your chest, fingers spread out.",102,1,80,4
435,"Bring your non-dominant hand up from below towards your dominant hand, as if indicating 'here'.",102,2,70,8
436,"Move your non-dominant hand towards your dominant hand, symbolizing 'at' or 'by'.",102,3,70,2
437,"Bring both hands down together towards your body, indicating 'us' or 'ours'.",102,4,95,2
438,Place both hands in front of your chest with palms facing each other,103,1,1,10
439,Simultaneously move both hands outwards and slightly downwards,103,2,46,4
440,"Bring both hands back towards your chest, crossing them over each other",103,3,41,2
441,Open both hands and then close them again simultaneously,103,4,65,2
442,"Start with hands together in front of the body, palms facing each other",104,1,49,3
443,"Move hands simultaneously outwards to the sides, with palms facing outwards",104,2,94,6
444,Keep hands extended to the sides while turning head slightly in the direction of the hands,104,3,94,1
445,Hold final position for a moment before returning hands to starting position,104,4,40,1
446,"Use both hands to mimic holding an object in front of you, with palms facing down.",105,1,58,3
447,Move both hands in a circular motion in front of you.,105,2,29,0
448,"Open both hands with fingers spread out, as if demonstrating something.",105,3,22,4
449,Bring both hands together and close them into fists to symbolize the concept of an example.,105,4,83,1
450,Start with both hands in fists near the chest.,106,1,57,0
451,"Open both fists and extend the index fingers, pointing outwards.",106,2,11,2
452,"Bring both hands towards the face and tap the index fingers on the chin, twice.",106,3,15,0
453,"Move both hands away from the face and open the palms, facing outwards.",106,4,2,6
454,"Make a 'B' handshape with your dominant hand and bring it down in a chopping motion towards your non-dominant hand, which is held out flat with palm facing up.",107,1,98,2
455,Open your non-dominant hand and move it forward slightly.,107,2,70,0
456,"Bring your dominant hand up to your mouth as if you are saying something, then move it outwards in a sweeping motion.",107,3,25,0
457,"Touch your chin with your dominant hand, then bring it up towards the sky in a pointing motion.",107,4,84,3
458,"Start with both hands open, palms facing up, in front of the chest.",108,1,26,1
459,"Close both hands into fists, keeping the palms facing up.",108,2,52,2
460,"Bring both fists towards the body, as if pulling something towards you.",108,3,22,1
461,"Open both hands again, as if releasing what was pulled towards you.",108,4,22,1
462,"Start with both hands in fists in front of your chest, palms facing downwards.",109,1,18,4
463,"Move both hands upwards and outwards, opening the fists and extending the fingers.",109,2,63,3
464,"Bring both hands back towards your chest, twisting slightly at the wrists.",109,3,41,5
465,"Shake both hands rapidly in front of you, as if shaking off something annoying.",109,4,22,2
466,"Place your non-dominant hand in front of your chest, palm facing up.",110,1,75,1
467,"With your dominant hand, create the letter 'B' sign by forming a fist with your thumb extended and index finger bent, then tap twice on the palm of your non-dominant hand.",110,2,12,3
468,Move your dominant hand in a circular motion on the palm of your non-dominant hand to represent the country of Belgium.,110,3,14,6
469,"Bring both hands together in front of your chest, forming a 'B' shape with your fingers extended.",110,4,19,2
470,"Start with both hands in a '1' handshape near your eyes, palms facing inwards.",111,1,79,0
471,"Bring both hands outwards and slightly downwards, opening up to a '5' handshape.",111,2,46,1
472,"Extend your index fingers and move them in a circular motion around your head, mimicking the act of observing or watching.",111,3,29,10
473,Close your hands into fists and bring them back towards your eyes in a repetitive motion.,111,4,83,4
474,"Start with both hands in a flat 'B' handshape, palms facing each other.",112,1,49,3
475,"Move both hands apart and then back together, simulating the idea of a space or area.",112,2,65,2
476,"Finish by bringing both hands together in front of your body, indicating the concept of a specific area or range.",112,3,13,6
477,"Extend dominant hand with fingers together, palm facing down.",113,1,80,1
478,Move hand in upward motion as if climbing a mountain.,113,2,93,0
479,Tilt head slightly upwards to emphasize the height of the mountain.,113,3,6,3
480,"Start with both hands in a loose fist, palms facing downwards, and move them downwards in a diagonal motion.",114,1,46,3
481,Simultaneously tilt your head slightly downwards to indicate the downward direction.,114,2,6,8
482,Open your hands and let your fingers point downwards as if indicating a slope.,114,3,85,4
483,Finish with your hands and head in a downward position.,114,4,42,6
484,Start with both hands in a closed fist near the chest.,115,1,57,1
485,"Move both hands upwards in a diagonal direction, as if climbing a steep hill.",115,2,85,4
486,"Keep the movement consistent and fluid, indicating the act of moving upwards.",115,3,88,2
487,"Finish the movement with both hands above the head, showing the peak or top.",115,4,88,2
488,"Begin with your dominant hand forming a 'B' shape, palm facing inward, and your non-dominant hand forming an 'L' shape, palm facing downward.",116,1,67,1
489,"Bring your dominant hand down, touching the tips of your fingers to your non-dominant hand, then move your dominant hand up and to the right, forming a small circle.",116,2,70,9
490,"Bring your dominant hand back down to touch your non-dominant hand again before moving it up and to the right a second time, this time forming a larger circle.",116,3,67,1
491,"Finish by moving your dominant hand upwards in a diagonal motion, ending with your hand in a relaxed position.",116,4,13,2
492,Point index and middle fingers of both hands towards chest,117,1,11,4
493,Rotate both hands outward and open fingers,117,2,89,2
494,Bring both hands down in front of body,117,3,33,2
495,Close fingers into fists and tap chest twice,117,4,52,1
496,"Start with both hands in a fist, palms facing down, and bring them down in a calming gesture.",118,1,5,4
497,Open both hands with palms facing up and bring them towards yourself in a comforting motion.,118,2,65,1
498,"Place one hand on your chest and the other hand on your forehead, moving them in a soothing manner.",118,3,37,1
499,"Start with your dominant hand open, palm facing up, and your non-dominant hand closed with the index finger pointing up.",119,1,98,1
500,"Move your dominant hand in a circular motion above your non-dominant hand, emphasizing the special or unique aspect of the word.",119,2,14,6
501,"Bring both hands together in front of your chest, clasping them together to show the intensity or importance of the word.",119,3,44,2
502,"Finish by opening your hands quickly and moving them apart, symbolizing the wide range or variety of meanings encompassed in the word BESONDERS.",119,4,87,18
503,"Start with both hands in fists, palms facing each other, at chest level.",120,1,56,8
504,"Open both hands and move them forward and slightly apart, mimicking a conversation.",120,2,65,2
