,sentence,word_index,sentence_index,l1_label,l2_label
438,Repeat the flipping motion with both hands.,100,5,55,4
439,Point to self with index finger,101,1,79,1
440,"Open hand facing outward, palm up, and bring hand towards chest",101,2,83,3
441,Flatten both hands and bring them together in front of chest,101,3,49,8
442,"Extend both hands forward, palms facing up, in a pushing motion",101,4,84,0
443,Cross arms in front of chest,101,5,26,3
444,"Open hands and extend arms outward, palms facing up and slightly rotating",101,6,60,1
445,Tilt head slightly to the side,101,7,86,3
446,"Bring hands together in front of chest, palms facing each other",101,8,40,2
447,Open both hands with palms facing up,102,1,60,5
448,Bring both hands towards the body in a scooping motion,102,2,77,0
449,Close both hands as if grabbing something,102,3,52,0
450,Bring both hands back towards the body and then extend them forward as if giving something away,102,4,22,1
451,Begin with hands in fists at chest level.,103,1,93,1
452,"Extend arms outward and upward, while opening hands and shaking fingers.",103,2,82,0
453,"Bring hands back down to chest level, with fingers wiggling rapidly.",103,3,4,6
454,Move hands away from body and shake head from side to side.,103,4,17,2
455,Cross arms in front of body while making a frustrated facial expression.,103,5,26,1
456,"Place your non-dominant hand flat in front of you, palm facing up.",104,1,98,0
457,"With your dominant hand, make a 'B' handshape and tap it on the open palm of your non-dominant hand.",104,2,98,6
458,"Move your dominant hand to the side of your head and bring it down to your chest, mimicking the shape of the country of Belgium.",104,3,21,5
459,Tilt your head slightly to the side as you make the sign.,104,4,86,6
460,"Point index finger up with hand near forehead, looking upwards.",105,1,79,5
461,Move index finger in a circular motion around eye level.,105,2,47,2
462,Bring hand back to forehead while looking intently ahead.,105,3,88,2
463,Repeat the circular motion around eye level with index finger.,105,4,55,8
464,Bring hand down in front of chest with palm facing up.,105,5,83,5
465,"Extend both hands out in front of the chest, palms facing down.",106,1,69,1
466,"Move both hands apart in a sweeping motion, as if indicating a wide area.",106,2,22,0
467,Bring both hands back together towards the center of the chest.,106,3,77,8
468,Rotate both hands so that the palms are facing upwards.,106,4,99,3
469,"Extend the index fingers of both hands upwards, as if indicating a vertical space.",106,5,22,6
470,Extend both hands in front of the body with palms facing down.,107,1,69,0
471,"Move both hands upwards in a climbing motion, mimicking the movement of climbing a mountain.",107,2,88,9
472,Bring both hands together at the top in a peak-like shape.,107,3,35,0
473,Lower both hands back down in a descending motion to signify coming down from the mountain.,107,4,88,19
474,"Begin with hands at chest level, palms facing down.",108,1,93,2
475,"Move hands downwards in a smooth motion, indicating a descent.",108,2,51,5
476,Simultaneously tilt head slightly downwards to emphasize downward movement.,108,3,15,5
477,"End with hands at lower level, indicating the completion of the movement.",108,4,70,5
478,Hands start at waist level and move upwards in a climbing motion,109,1,31,1
479,Head tilts slightly upwards to signify the upward movement,109,2,9,0
480,"Hands continue to move upwards, as if climbing a hill",109,3,22,3
481,Head remains tilted upwards throughout the movement,109,4,8,4
482,Point to the right side with the index finger of the dominant hand.,110,1,11,1
483,"Bring the dominant hand across the body to the left side, keeping the index finger extended.",110,2,11,1
484,Close the hand into a fist with the thumb on top while keeping it at the left side.,110,3,92,2
485,Tap the fist on the left side twice.,110,4,32,1
486,Open the hand and bring it back to the starting position on the right side.,110,5,16,0
487,Position both hands in a flat shape in front of chest.,111,1,7,1
488,"Move hands outward and downward, as if indicating a profession or occupation.",111,2,22,2
489,Tilt head slightly forward while maintaining hand position.,111,3,15,4
490,Hold position for a moment before returning hands to neutral position.,111,4,30,1
491,"Start with open hands at chest level, palms facing down.",112,1,76,2
492,"Bring hands down towards stomach, palms facing up, while moving them in a calming motion.",112,2,94,0
493,"Move hands in a circular motion in front of chest, indicating a sense of comfort.",112,3,97,1
494,"Slowly bring hands down to sides, while relaxing facial expression.",112,4,50,4
495,"Hands open flat, palms facing up, move apart from each other slightly",113,1,28,1
496,"Index fingers point outwards from each hand, then come together to touch",113,2,79,4
497,Both hands move in a circular motion,113,3,47,8
498,Head tilts slightly to the side with a nod,113,4,9,4
499,"Both hands come together in front of chest, palms facing each other and then move outwards in a sweeping motion.",113,5,40,0
500,"Open dominant hand into a flat shape, palm facing up.",114,1,83,3
501,"Place non-dominant hand on top of dominant hand, with fingers slightly apart.",114,2,3,10
502,"Move dominant hand in a circle motion, mimicking talking.",114,3,57,0
503,"Bring non-dominant hand up to chin level, mimicking listening.",114,4,3,3
504,Repeat the talking motion with dominant hand.,114,5,55,3
505,"End with both hands at chest level, palms facing inwards.",114,6,74,3
506,Begin with both hands in a relaxed position near the chest.,115,1,29,0
507,Move both hands outward and slightly upward in a quick motion.,115,2,87,1
508,Bring both hands back together at chest level.,115,3,70,0
509,Rotate both hands in a circular motion towards each other.,115,4,24,2
510,"Use your dominant hand to form a 'B' handshape with fingers extended, palm facing towards your non-dominant side.",116,1,98,2
511,Move your hand in a small circular motion towards your non-dominant side.,116,2,98,2
512,"Quickly change the handshape to an 'E' handshape with fingers extended, palm facing towards your body.",116,3,88,12
513,"Bring your hand towards your chest in a smooth motion, ending with the palm facing downwards.",116,4,21,7
514,Raise right index finger and point forward,117,1,79,0
515,Move index finger in a circle motion,117,2,89,5
516,Lower index finger and snap fingers,117,3,89,3
517,Tilt head slightly to the right.,117,4,15,3
518,"Start with hands open, palms facing down, fingers slightly curled.",118,1,14,5
519,"Bring hands toward chest, with palms facing inwards.",118,2,74,1
520,"Tilt head slightly to the side, with a concerned expression on your face.",118,3,86,7
521,"Bring hands up to mouth, as if in shock or disbelief.",118,4,52,3
522,"Drop hands down to sides, with a solemn expression on your face.",118,5,50,3
523,"Start with both hands together at chest level, palms facing each other.",119,1,76,3
524,"Move both hands downward towards the sides of the body, indicating the shape of a bed.",119,2,50,0
525,"Bring both hands back up to chest level, slightly apart from each other, to signify the pillows on the bed.",119,3,4,4
526,"Begin with both hands in loose fists, palms facing down.",120,1,29,2
527,"Move both hands forward and back in a smooth, flowing motion.",120,2,95,0
528,"As you move your hands, slightly tilt your head from side to side.",120,3,86,6
529,Repeat the motion several times to convey the meaning of movement in GSL.,120,4,68,2
530,Begin with both hands open and palms facing upward.,121,1,29,3
531,"Bring hands together above head, fingers pointing upward.",121,2,19,1
532,"Move hands outward, fingers wiggling, to symbolize cloudy skies.",121,3,8,1
533,"Finish with hands apart, palms facing downward.",121,4,25,5
534,"Begin with both hands in front of chest, palms facing each other.",122,1,2,6
535,"Bring both hands outward and upward, as if framing a picture.",122,2,82,3
536,Hold hands in frame position for a moment.,122,3,30,1
537,Bring hands back to starting position.,122,4,53,0
538,"Start with both hands facing downwards, with one hand slightly above the other.",123,1,19,3
539,Bring the lower hand up towards the upper hand in a vertical motion.,123,2,88,24
540,Close both hands into fists as they come together.,123,3,1,3
541,Separate the hands and move them back to their original positions.,123,4,72,0
542,Start with hands flat facing each other in front of body,124,1,2,5
543,Move hands outward in a chopping motion,124,2,25,2
544,Bring hands together in front of body again,124,3,49,7
545,"Move hands downward in a quick, abrupt motion",124,4,87,2
546,End with hands flat facing each other in front of body,124,5,2,5
547,"Start with both hands facing each other, palms down, and move them towards each other until they meet in the middle.",125,1,28,5
548,"Once the hands meet, rotate them so that the palms are facing up.",125,2,99,3
549,Separate the hands and move them outward in opposite directions.,125,3,23,5
550,Bring the hands back towards the middle and repeat the rotating motion.,125,4,55,1
551,"Start with both hands in front of the chest, palms facing down.",126,1,14,1
552,"Move both hands downwards and outwards, as if indicating the passing of time.",126,2,22,5
553,"Bring both hands together in front of the chest again, palms facing each other.",126,3,40,2
554,"Extend both hands forward, palms facing down, as if pointing to the tomorrow.",126,4,84,1
555,Point index finger upwards,127,1,79,6
556,Move hand in a circular motion,127,2,47,5
557,Bring hand back down to starting position,127,3,53,2
558,Tap fingers on other hand palm,127,4,32,1
559,"Move hand towards the side, palm facing outwards",127,5,83,1
560,"Hands open in front of body, palms facing down.",128,1,69,0
561,Bring hands together and move them in a small circular motion.,128,2,57,2
562,"Bring hands back to starting position, palms facing down.",128,3,53,7
563,Extend right hand palm up at chest level.,129,1,6,2
564,Move hand in a circular motion towards the body.,129,2,47,5
565,Close hand into fist with thumb touching chest.,129,3,92,0
566,Repeat the circular motion with the closed fist.,129,4,55,4
